Id,Title,Description,Type,TypeName,CreatedDate,CreatedOnTimeDiff,DeviceName,DeviceUrl,DeviceType,IsAllowComment,HasThitCay,TotalViews,TotalPictures,AvgRating,Video,Hashtags,Pictures,Restaurant,Owner,Options,Url,UserLikes,TotalLike,TotalComment,IsLiked,CanDelete,CanEdit,ResId,TotalView,IsDraft,IsFirstUserReview,Comments,IsDirectDetail,EditUrl,source_system,restaurant_id_query,city_query,total_reviews_api,crawl_timestamp
17661263,Gà Chỉ Sáu Cao,Chưa bao giờ m được món gà nào mà ngon ngọt như này nhất định sẽ có nhiều lần sau,1,đã bình luận,/Date(1687595747597)/,24/06/2023,iPhone,/ung-dung-mobile,1,True,False,19,0,5.0,,[],[],,"{'VerifyingPercent': 50, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '15', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46286990, 'Username': None, 'DisplayName': 'Hoàng Sao', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh63a25lcyj24@resize_ss40x40', 'Url': '/thanh-vien/foodee_gx3w9ky3', 'TotalReviews': 15, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_gx3w9ky3/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661263,"[{'VerifyingPercent': 0, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '0', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46286990, 'Username': None, 'DisplayName': 'Hoàng Sao', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh63a25lcyj24@resize_ss40x40', 'Url': '/thanh-vien/foodee_gx3w9ky3', 'TotalReviews': 0, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_gx3w9ky3/hinh-anh', 'IsVerified': False, 'MobileCover': None}]",1,0,False,False,False,272138,19,False,False,[],True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661257,.,Ngon,1,đã bình luận,/Date(1687595644533)/,24/06/2023,Android,/ung-dung-mobile,2,True,False,10,0,10.0,,[],[],,"{'VerifyingPercent': 50, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '27', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46287431, 'Username': None, 'DisplayName': 'Nguyen Phuong', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaphnsbkbmhf6@resize_ss40x40', 'Url': '/thanh-vien/foodee_wsz41hcq', 'TotalReviews': 27, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_wsz41hcq/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661257,[],0,1,False,False,False,272138,10,False,False,"[{'User': {'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': None, 'TotalPicturesFormat': None, 'FollowStatus': None, 'IsSelf': False, 'Id': 46286348, 'Username': None, 'DisplayName': 'Thúy Minh', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwck7gjyypcp69@resize_ss40x40', 'Url': '/thanh-vien/foodee_mz2wqh4t', 'TotalReviews': 0, 'TotalPictures': 0, 'UrlReviews': '/thanh-vien/foodee_mz2wqh4t', 'UrlAlbums': '/thanh-vien/foodee_mz2wqh4t/hinh-anh', 'IsVerified': False, 'MobileCover': None}, 'Id': 579449, 'ParentId': None, 'Comment': 'Thịt dai ngon', 'ReviewID': 17661257, 'CreatedOn': '/Date(1687595869787)/', 'Date': '24/06/2023 15:37:49', 'UpdatedOn': None, 'IsOwner': False}]",True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661242,Gà Chỉ Sáu Cao,Tuyệt vời rat ngon nha.❤️❤️❤️❤️,1,đã bình luận,/Date(1687595396770)/,24/06/2023,iPhone,/ung-dung-mobile,1,True,False,5,0,8.0,,[],[],,"{'VerifyingPercent': 100, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '26', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 12126975, 'Username': None, 'DisplayName': 'Thanh Ngân', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134523-81ztc-mla6i1s0ddz8bd@resize_ss40x40', 'Url': '/thanh-vien/ngannguyen251293', 'TotalReviews': 26, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/ngannguyen251293/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661242,[],0,0,False,False,False,272138,5,False,False,[],True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661217,Gà Chỉ Sáu Cao,Ngon bổ rẻ giao hàng nhanh nhiệt tình ạ mn qua cửa hàng này nhé,1,đã bình luận,/Date(1687595216490)/,24/06/2023,Android,/ung-dung-mobile,2,True,False,5,0,5.0,,[],[],,"{'VerifyingPercent': 0, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '18', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46285064, 'Username': None, 'DisplayName': 'foodee_27kdl5vb', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwwm6nf2a47v6b@resize_w40', 'Url': '/thanh-vien/foodee_27kdl5vb', 'TotalReviews': 18, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_27kdl5vb/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661217,[],0,0,False,False,False,272138,5,False,False,[],True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661209,Gà Chỉ Sáu Cao,Cửa hàng sạch đẹp phục vụ tốt đồ ăn thơm ngon,1,đã bình luận,/Date(1687595123030)/,24/06/2023,Android,/ung-dung-mobile,2,True,False,10,0,5.0,,[],[],,"{'VerifyingPercent': 50, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '14', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46286672, 'Username': None, 'DisplayName': 'Bích Ngân T.Thị', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfj728y3owp7d@resize_ss40x40', 'Url': '/thanh-vien/foodee_80cmn7wk', 'TotalReviews': 14, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_80cmn7wk/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661209,[],0,1,False,False,False,272138,10,False,False,"[{'User': {'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': None, 'TotalPicturesFormat': None, 'FollowStatus': None, 'IsSelf': False, 'Id': 46286182, 'Username': None, 'DisplayName': 'foodee_12hy50kr', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwwm6nf2a47v6b@resize_w40', 'Url': '/thanh-vien/foodee_12hy50kr', 'TotalReviews': 0, 'TotalPictures': 0, 'UrlReviews': '/thanh-vien/foodee_12hy50kr', 'UrlAlbums': '/thanh-vien/foodee_12hy50kr/hinh-anh', 'IsVerified': False, 'MobileCover': None}, 'Id': 579436, 'ParentId': None, 'Comment': 'Qu&#225;n sạch sẽ g&#224; rất ngon phục vụ tận t&#236;nh mn v&#224;o ủng hộ qu&#225;n nh&#233;', 'ReviewID': 17661209, 'CreatedOn': '/Date(1687595267483)/', 'Date': '24/06/2023 15:27:47', 'UpdatedOn': None, 'IsOwner': False}]",True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661200,Mon ngon,"Gà thịt chắc, giai, ngọt rất ngon. Xin mời mọi người ghé quán",1,đã bình luận,/Date(1687595089857)/,24/06/2023,Android,/ung-dung-mobile,2,True,False,6,0,9.6,,[],[],,"{'VerifyingPercent': 50, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '18', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46280145, 'Username': None, 'DisplayName': 'Thành Hà', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc2fxprze8r6e@resize_ss40x40', 'Url': '/thanh-vien/foodee_al017q4j', 'TotalReviews': 18, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_al017q4j/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661200,"[{'VerifyingPercent': 0, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '0', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46280145, 'Username': None, 'DisplayName': 'Thành Hà', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc2fxprze8r6e@resize_ss40x40', 'Url': '/thanh-vien/foodee_al017q4j', 'TotalReviews': 0, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_al017q4j/hinh-anh', 'IsVerified': False, 'MobileCover': None}]",1,0,False,False,False,272138,6,False,False,[],True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661208,Gà Chỉ Sáu Cao,Gà rất ngon và chất lượng,1,đã bình luận,/Date(1687595089543)/,24/06/2023,iPhone,/ung-dung-mobile,1,True,False,5,0,5.0,,[],[],,"{'VerifyingPercent': 100, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '35', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 13907760, 'Username': None, 'DisplayName': 'Thuỷ Nông ', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe63p1dw4wrc7@resize_ss40x40', 'Url': '/thanh-vien/foodee_ljy0svfn', 'TotalReviews': 35, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_ljy0svfn/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661208,[],0,0,False,False,False,272138,5,False,False,[],True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661198,Gà Chỉ Sáu Cao,"Thịt gà mềm, ngọt, thơm ngon lắm ạ.",1,đã bình luận,/Date(1687595072223)/,24/06/2023,iPhone,/ung-dung-mobile,1,True,False,5,0,5.0,,[],[],,"{'VerifyingPercent': 0, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '31', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46287017, 'Username': None, 'DisplayName': 'foodee_o96fhmgk', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwwm6nf2a47v6b@resize_w40', 'Url': '/thanh-vien/foodee_o96fhmgk', 'TotalReviews': 31, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_o96fhmgk/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661198,[],0,0,False,False,False,272138,5,False,False,[],True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661197,Gà Chỉ Sáu Cao,Gà rất ngon và chất lượng,1,đã bình luận,/Date(1687595038317)/,24/06/2023,iPhone,/ung-dung-mobile,1,True,False,5,0,5.0,,[],[],,"{'VerifyingPercent': 0, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '15', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46286284, 'Username': None, 'DisplayName': 'foodee_egqwnl19', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwwm6nf2a47v6b@resize_w40', 'Url': '/thanh-vien/foodee_egqwnl19', 'TotalReviews': 15, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_egqwnl19/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661197,[],0,0,False,False,False,272138,5,False,False,[],True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661196,Gà Chỉ Sáu Cao,Gà tươi ngon ăn rất đậm đà,1,đã bình luận,/Date(1687595029790)/,24/06/2023,iPhone,/ung-dung-mobile,1,True,False,5,0,5.0,,[],[],,"{'VerifyingPercent': 0, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '32', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46283717, 'Username': None, 'DisplayName': 'Vinhlt', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwwm6nf2a47v6b@resize_w40', 'Url': '/thanh-vien/foodee_oufw4kx8', 'TotalReviews': 32, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_oufw4kx8/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661196,[],0,0,False,False,False,272138,5,False,False,[],True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:33
17661195,Gà Chỉ Sáu Cao,"Thịt gà chắc, ngon ngọt",1,đã bình luận,/Date(1687595027693)/,24/06/2023,Android,/ung-dung-mobile,2,True,False,5,0,5.0,,[],[],,"{'VerifyingPercent': 0, 'TrustPercent': 0, 'Rank': 0, 'Level': 'Newbee', 'Idx': 0, 'IsFollow': False, 'TotalReviewsFormat': '31', 'TotalPicturesFormat': '0', 'FollowStatus': None, 'IsSelf': False, 'Id': 46286138, 'Username': None, 'DisplayName': 'bế thị luyến', 'Avatar': 'https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwwm6nf2a47v6b@resize_w40', 'Url': '/thanh-vien/foodee_9kdh8rma', 'TotalReviews': 31, 'TotalPictures': 0, 'UrlReviews': None, 'UrlAlbums': '/thanh-vien/foodee_9kdh8rma/hinh-anh', 'IsVerified': False, 'MobileCover': None}",,/binh-dinh/ga-chi-sau-cao/binh-luan-17661195,[],0,0,False,False,False,272138,5,False,False,[],True,,Foody,272138,Bình Định,N/A,2026-09-20 12:10:34
